id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to
543,Nóng rát trong vú,,,,2022-01-16 13:24:09.236+00,2,2,2022-01-16 13:24:04.64+00,2022-01-16 13:24:09.247+00,
752,Nói ngọng,,,,2022-01-18 05:00:58.969+00,1,1,2022-01-18 05:00:57.374+00,2022-01-18 05:00:58.983+00,
79,Đau trong và xung quanh một khớp,"Bệnh nhân có thể bị đau ""khớp"" do các nguyên nhân tại khớp hoặc các cấu trúc xung quanh (cạnh khớp) như gân và bao thanh dịch; trong cả hai trường hợp, đau tại một khớp hoặc cạnh một khớp sẽ được biết tới là đau một khớp (monoarticular pain) Đau có nguồn gốc tại khớp (arthralgia) có thể là do viêm khớp (arthritis). Viêm dẫn đến sự tích tụ dịch trong ổ khớp (tràn dịch) và trên lâm sàng thấy các dấu hiệu như nóng, sưng và đỏ bất thường. Trong trường hợp tràn dịch khớp, cần đánh giá để loại trừ nhiễm khuẩn. Đôi khi đau cấp tính tại một khớp là biểu hiện của một bệnh lý được đặc trưng bởi đau nhiều khớp (ví dụ như viêm khớp dạng thấp<br>) và cũng có thể là biểu hiện ban đầu của bệnh lý viêm đa khớp (ví dụ, viêm khớp vẩy nến<br>, viêm khớp dạng thấp-xem Đau nhiều khớp<br>).",[],,2022-01-12 12:29:30.096+00,1,1,2022-01-12 10:06:17.9+00,2022-01-12 12:29:30.115+00,
156,Đi ngoài phân sống,,,,2022-01-14 04:53:54.998+00,3,3,2022-01-14 04:53:53.138+00,2022-01-14 04:53:55.012+00,
233,Chi cong,,,,2022-01-14 07:51:03.14+00,1,1,2022-01-14 07:51:01.692+00,2022-01-14 07:51:03.183+00,
189,Ban đỏ trên da,"Ban đỏ trên da: xuất hiện ở tay, chân và lưng, hiếm khi thấy ở mặt. Ban đỏ trên da nổi lên khi bệnh nhân sốt cao và lặn mất khi hết sốt. Người bệnh có thể cảm thấy ngứa nhẹ nên dễ nhầm với ban đỏ trong bối cảnh dị ứng.",,,2022-01-14 07:05:15.235+00,1,1,2022-01-14 07:05:13.643+00,2022-01-14 07:05:35.633+00,
236,Ngủ không sâu giấc,,,,2022-01-14 07:52:21.803+00,1,1,2022-01-14 07:52:20.05+00,2022-01-14 07:52:21.817+00,
279,Mặt đỏ bừng,,,,2022-01-14 09:27:05.668+00,1,1,2022-01-14 09:27:03.972+00,2022-01-14 09:27:05.681+00,
281,Phù ngoại biên,,,,2022-01-14 09:28:30.808+00,1,1,2022-01-14 09:28:29.264+00,2022-01-14 09:28:30.825+00,
339,Phân nhạt,,,,2022-01-14 14:30:47.311+00,3,3,2022-01-14 14:30:45.86+00,2022-01-14 14:30:47.327+00,
282,Mỏi cơ,,,,2022-01-14 09:29:47.142+00,1,1,2022-01-14 09:29:45.671+00,2022-01-14 09:29:47.154+00,
340,Nước tiểu sẫm màu,,,,2022-01-14 14:31:13.795+00,3,3,2022-01-14 14:31:12.314+00,2022-01-14 14:31:13.828+00,
400,Rối loạn tâm thần,,,,2022-01-15 07:12:17.075+00,3,3,2022-01-15 07:12:14.292+00,2022-01-15 07:12:17.09+00,
341,Chướng bụng,,,,2022-01-14 14:31:40.472+00,3,3,2022-01-14 14:31:39.037+00,2022-01-14 14:31:40.513+00,
403,Tim thai bất thường,,,,2022-01-15 07:14:26.45+00,3,3,2022-01-15 07:14:25.096+00,2022-01-15 07:14:26.463+00,
466,Viêm họng,,,,2022-01-15 15:39:32.637+00,3,3,2022-01-15 15:39:30.932+00,2022-01-15 15:39:32.651+00,
539,Thống kinh,,,,2022-01-16 12:05:24.575+00,2,2,2022-01-16 12:05:21.767+00,2022-01-16 12:05:24.586+00,
594,Có mủ bên trong ,,,,2022-01-18 01:55:41.979+00,1,1,2022-01-18 01:55:40.478+00,2022-01-18 01:55:41.992+00,
654,Viêm màng kết mạc mắt,,,,2022-01-18 03:00:58.519+00,1,1,2022-01-18 03:00:56.469+00,2022-01-18 03:00:58.532+00,
596,Hốc hác,,,,2022-01-18 01:58:04.89+00,1,1,2022-01-18 01:57:53.587+00,2022-01-18 01:58:04.905+00,
656,Phát ban,,,,2022-01-18 03:02:11.613+00,1,1,2022-01-18 03:02:10.008+00,2022-01-18 03:02:11.627+00,
746,Cục cứng gần hậu môn,,,,2022-01-18 04:50:30.145+00,1,1,2022-01-18 04:50:28.364+00,2022-01-18 04:50:30.157+00,
657,Bong tróc da,,,,2022-01-18 03:03:18.172+00,1,1,2022-01-18 03:03:16.648+00,2022-01-18 03:03:18.19+00,
84,Các khối u ở miệng,"U có thể bắt nguồn từ bất kỳ loại mô nào trong và xung quanh miệng, bao gồm mô liên kết, xương, cơ và dây thần kinh. Thông thường hay gặp u hình thành trên môi, mặt bên lưỡi, sàn miệng, và vòm miệng mềm. Một số u gây đau hoặc kích thích. U có thể được phát hiện bởi bệnh nhân hoặc chỉ phát hiện khi khám.",[],,2022-01-12 12:19:12.483+00,1,1,2022-01-12 10:06:17.966+00,2022-01-12 12:19:12.502+00,
74,Chảy dịch ở núm vú,"Tiết dịch núm vú là một phàn nàn phổ biến ở phụ nữ không mang thai hoặc cho con bú, nhất là trong tuổi sinh sản. Tiết dịch núm vú không nhất thiết là bất thường, thậm chí gặp ngay cả ở những phụ nữ sau mãn kinh, mặc dù nó thường không bình thường ở nam giới. Sự tiết dịch núm vú tự nhiên một bên bất kể màu sắc, được coi là bất thường.<br>Tiết dịch núm vú có thể là huyết thanh (màu vàng), nhầy (trong và loãng), sữa, có máu (lẫn máu), có mủ, nhiều màu và dính, hoặc có màu huyết thanh (màu hồng). Nó có thể xảy ra tự nhiên hoặc chỉ khi ấn tay vào vú",[],,2022-01-12 12:20:16.145+00,1,1,2022-01-12 10:06:17.876+00,2022-01-12 12:20:16.16+00,
190,Đau cơ,,,,2022-01-14 07:06:25.622+00,1,1,2022-01-14 07:06:24.121+00,2022-01-14 07:06:25.638+00,
237,Mồ hôi trộm,,,,2022-01-14 07:52:48.903+00,1,1,2022-01-14 07:52:47.218+00,2022-01-14 07:52:48.927+00,
238,Co giật,,,,2022-01-14 07:53:28.98+00,1,1,2022-01-14 07:53:27.374+00,2022-01-14 07:53:28.999+00,
280,Hôn mê sâu,,,,2022-01-14 09:28:01.698+00,1,1,2022-01-14 09:28:00.107+00,2022-01-14 09:28:01.716+00,
239,Mảng ngứa trên đầu,,,,2022-01-14 07:54:30.489+00,1,1,2022-01-14 07:54:29.034+00,2022-01-14 07:54:30.512+00,
342,"Giật tóc khỏi da đầu, giật lông mày, lông mi",,,,2022-01-14 14:35:08.652+00,3,3,2022-01-14 14:35:01.22+00,2022-01-14 14:35:08.685+00,
401,Tinh dịch màu vàng xanh hoặc màu xanh,"Tinh dịch màu vàng xanh hoặc màu xanh: Đây là dấu hiệu cảnh báo người bệnh đang mắc các bệnh viêm nhiễm như viêm niệu đạo, viêm mào tinh, viêm tuyến tiền liệt… Đôi khi tinh dịch cũng có thể ngả sang màu vàng ở những người không xuất tinh trong một thời gian dài, nhưng sẽ sớm quay trở về màu trắng đục bình thường nếu được xuất tinh thường xuyên.",,,2022-01-15 07:13:20.611+00,2,2,2022-01-15 07:13:18.027+00,2022-01-15 07:13:20.631+00,
540,Nội tiết tố bất thường,,,,2022-01-16 12:06:13.315+00,2,2,2022-01-16 12:06:11.965+00,2022-01-16 12:06:13.326+00,
595,Môi khô,,,,2022-01-18 01:57:04.454+00,1,1,2022-01-18 01:57:02.858+00,2022-01-18 01:57:04.474+00,
747,Đột nhiên mất sức,,,,2022-01-18 04:57:48.151+00,1,1,2022-01-18 04:57:46.62+00,2022-01-18 04:57:48.161+00,
750,Khó cử động,,,,2022-01-18 04:59:06.425+00,1,1,2022-01-18 04:59:04.717+00,2022-01-18 04:59:06.436+00,
81,Tê,"""Tê bì"" có thể là từ bệnh nhân dùng để mô tả các triệu chứng khác nhau, bao gồm mất cảm giác, dị cảm, yếu cơ hoặc liệt. Tuy nhiên, tê bì thực chất là mất cảm giác, có thể một phần (giảm cảm giác) hoặc hoàn toàn (mất cảm giác). Tê bì có thể liên quan đến 3 loại cảm giác chính - cảm giác sờ, cảm giác đau và nhiệt độ, và cảm giác vị trí và rung - ở mức độ như nhau hoặc khác nhau.<br>Tê thường đi kèm với cảm giác đau nhói bất thường (như kim châm) không liên quan đến kích thích cảm giác (dị cảm). Các biểu hiện khác (ví dụ: đau, liệt ngọn chi, rối loạn chức năng dây thần kinh sọ não) cũng có thể xuất hiện tùy thuộc vào nguyên nhân.<br>Tác dụng không mong muốn của tê bì mạn tính bao gồm<br>Khó khăn khi đi bộ và lái xe<br>Tăng nguy cơ ngã<br>Ngoài ra, nó có thể khiến bệnh nhân không phát hiện được các tổn thương nhiễm trùng, loét chân do đái tháo đường, chấn thương, dẫn đến việc điều trị chậm.",[],,2022-01-12 12:42:39.981+00,1,1,2022-01-12 10:06:17.916+00,2022-01-12 12:42:39.997+00,
191,Sưng ống khuyển,,,,2022-01-14 07:08:22.184+00,1,1,2022-01-14 07:08:20.555+00,2022-01-14 07:08:22.196+00,
240,Thở gấp,,,,2022-01-14 07:58:57.211+00,2,2,2022-01-14 07:58:54.959+00,2022-01-14 07:58:57.23+00,
600,Buồn bã,,,,2022-01-18 02:08:46.275+00,1,1,2022-01-18 02:08:44.761+00,2022-01-18 02:08:46.287+00,
602,Ủ rũ,,,,2022-01-18 02:09:39.46+00,1,1,2022-01-18 02:09:37.805+00,2022-01-18 02:09:39.479+00,
664,Loét vòm hầu họng,,,,2022-01-18 03:21:19.262+00,1,1,2022-01-18 03:21:17.881+00,2022-01-18 03:21:19.275+00,
665,Hồng ban ,,,,2022-01-18 03:22:00.333+00,1,1,2022-01-18 03:21:58.616+00,2022-01-18 03:22:00.354+00,
755,Ợ hơi liên tục,,,,2022-01-18 05:04:44.977+00,1,1,2022-01-18 05:04:42.5+00,2022-01-18 05:04:44.987+00,
71,Khối u ở vú,Khái niệm mảng xơ vú được ưa thích hơn so với khối u sờ thấy ở một vùng rõ rệt với bất kỳ kích thước nào. Một mảng xơ vú có thể được phát hiện bởi bệnh nhân tình cờ sờ thấy hoặc trong khi tự kiểm tra vú hoặc bởi bác sĩ lâm sàng trong thời gian khám sức khoẻ định kỳ.<br>Khối có thể không đau đớn hoặc đau đớn và thỉnh thoảng kèm theo tiết dịch núm vú<br>hay những thay đổi trên da.,"[""cục ở vú""]",,2022-01-12 12:10:40.34+00,1,3,2022-01-12 10:06:17.834+00,2022-01-12 12:10:40.355+00,
241,Đau tức ngực,,,,2022-01-14 08:00:08.388+00,1,1,2022-01-14 08:00:06.178+00,2022-01-14 08:00:08.404+00,
283,Mất nước,,,,2022-01-14 09:30:29.135+00,1,1,2022-01-14 09:30:27.229+00,2022-01-14 09:30:29.166+00,
284,Nặng bụng dưới,,,,2022-01-14 09:34:01.469+00,2,2,2022-01-14 09:30:34.587+00,2022-01-14 09:34:01.488+00,
343,Rỉ tai ướt dính,,,,2022-01-14 14:36:12.664+00,3,3,2022-01-14 14:36:11.15+00,2022-01-14 14:36:12.675+00,
402,Tinh dịch có màu nâu,"Tinh dịch có màu nâu: thường là do tinh dịch có lẫn máu. Hiện tượng này thường đi kèm với các triệu chứng khác như đau bụng, đau tức dương vật… có thể là dấu hiệu ban đầu của các bệnh liên quan đến đường tiết niệu hoặc cơ quan sinh dục.",,,2022-01-15 07:13:39.005+00,2,2,2022-01-15 07:13:37.527+00,2022-01-15 07:13:39.03+00,
468,Đau vùng xương chậu,,,,2022-01-15 15:46:56.067+00,3,3,2022-01-15 15:46:54.459+00,2022-01-15 15:46:56.084+00,
541,Bú kém,,,,2022-01-16 13:12:34.535+00,2,2,2022-01-16 13:12:33.107+00,2022-01-16 13:12:34.548+00,
597,Đau vùng mạn sườn dưới,,,,2022-01-18 01:59:58.087+00,1,1,2022-01-18 01:59:56.49+00,2022-01-18 01:59:58.102+00,
658,Các mảng đỏ hoặc nâu trên da,,,,2022-01-18 03:12:14.245+00,1,1,2022-01-18 03:12:12.756+00,2022-01-18 03:12:14.26+00,
598,Tiểu dắt,,,,2022-01-18 02:01:22.676+00,1,1,2022-01-18 02:01:20.408+00,2022-01-18 02:01:22.691+00,
748,Tê cứng mặt,,,,2022-01-18 04:58:13.247+00,1,1,2022-01-18 04:58:11.794+00,2022-01-18 04:58:13.264+00,
749,Nụ cười méo mó,,,,2022-01-18 04:58:31.074+00,1,1,2022-01-18 04:58:29.556+00,2022-01-18 04:58:31.085+00,
20,Chảy máu quá nhiều,"Xuất huyết bất thường hoặc quá nhiều có thể được chỉ ra bởi một số dấu hiệu và triệu chứng khác nhau. Bệnh nhân có thể có chảy máu cam không lý giải thích được, kinh nguyệt nhiều hoặc kéo dài, hoặc chảy máu kéo dài sau vết cắt nhỏ, đánh răng hoặc dùng chỉ nha khoa hoặc chấn thương. Các bệnh nhân khác có thể có tổn thương da không rõ nguyên nhân, bao gồm cả nốt, chấm, ban xuất huyết (dưới da hoặc niêm mạc), bầm tím hoặc giãn tĩnh mạch. Một số bệnh nhân bị ốm có thể bị chảy máu đột ngột từ vị trí tiêm truyền, tổn thương da và xuất huyết trầm trọng nhiều vị trí hoặc ở đường tiêu hóa, đường tiết niệu. Ở một số bệnh nhân, dấu hiệu đầu tiên chính là két quả xét nghiệm bất thường cho thấy dễ bị chảy máu quá mức mà do tình cờ phát hiện.",[],,2022-01-12 12:21:50.788+00,1,1,2022-01-12 10:06:17.351+00,2022-01-12 12:21:50.802+00,
6,Ngứa,"(Xem thêm đánh giá Bệnh nhân da liễu<br>.)<br>Ngứa là một triệu chứng có thể gây ra sự khó chịu đáng kể và là một trong những lý do phổ biến nhất mà bệnh nhân cần tư vấn của bác sĩ da liễu. Ngứa gây gãi, có thể gây các vết gãi, cái mà có thể gây viêm, thoái hóa da, và nhiễm trùng thứ phát có thể xảy ra. Da có thể trở nên bị lichen hóa, bong vảy, và bị cào xước.",[],,2022-01-12 12:39:47.853+00,1,1,2022-01-12 10:06:17.234+00,2022-01-12 12:39:47.866+00,
192,Rối loạn màu sắc,"Rối loạn màu sắc: độ sắc nét và khả năng phân biệt màu sắc giảm đi hẳn ở mắt bị tổn thương, dễ nhận ra khi so sánh với mắt bên lành. Thường gặp nhất là rối loạn màu xanh đỏ. Mức độ tiến triển của bệnh tùy thuộc chủ yếu vào nguyên nhân gây ra bệnh.",,,2022-01-14 07:09:07.045+00,2,2,2022-01-14 07:09:05.255+00,2022-01-14 07:09:07.06+00,
194,Đau trong hốc mắt,Đau trong hốc mắt: đau âm ỉ trong mắt hoặc sâu trong hốc mắt; đau đặc biệt tăng lên khi chuyển động mắt.,,,2022-01-14 07:09:33.762+00,2,2,2022-01-14 07:09:31.806+00,2022-01-14 07:09:33.778+00,
285,Ra dịch âm đạo,,,,2022-01-14 09:31:07.924+00,2,2,2022-01-14 09:31:03.549+00,2022-01-14 09:31:07.939+00,
344,Đau khớp háng,,,,2022-01-15 03:52:11.789+00,3,3,2022-01-15 03:52:10.445+00,2022-01-15 03:52:11.804+00,
404,Tử cung co giật,,,,2022-01-15 07:15:00.171+00,3,3,2022-01-15 07:14:58.495+00,2022-01-15 07:15:00.189+00,
469,Nhịp tim chậm,,,,2022-01-15 15:47:33.733+00,3,3,2022-01-15 15:47:32.056+00,2022-01-15 15:47:33.749+00,
542,Mủ tai,,,,2022-01-16 13:17:52.052+00,2,2,2022-01-16 13:17:50.673+00,2022-01-16 13:17:52.063+00,
599,Buồn tiểu,,,,2022-01-18 02:01:54.064+00,1,1,2022-01-18 02:01:52.363+00,2022-01-18 02:01:54.083+00,
659,Các mảng da ngứa,,,,2022-01-18 03:15:18.408+00,1,1,2022-01-18 03:15:16.965+00,2022-01-18 03:15:18.425+00,
751,Không thể nâng 2 tay qua đầu cùng lúc,,,,2022-01-18 05:00:24.756+00,1,1,2022-01-18 05:00:22.586+00,2022-01-18 05:00:24.771+00,
80,Đau ở nhiều khớp,"Khớp có thể chỉ bị đau đơn thuần (đau khớp) hoặc cũng có thể bị viêm (viêm khớp). Viêm khớp thường có các triệu chứng như nóng, sưng (tùy thuộc vào dịch trong ổ khớp) và thường không đỏ. Đau có thể xảy ra chỉ khi vận động hoặc cũng có thể xảy ra khi nghỉ ngơi. Đôi khi triệu chứng được bệnh nhân mô tả là đau khớp lại do một nguyên nhân khác ngoài khớp (ví dụ, cấu trúc cạnh khớp hoặc xương).<br>Đau nhiều khớp (polyarthralgia) ảnh hưởng đến nhiều khớp (đau một khớp<br>được đã được bàn luận trước đó). Các bệnh gây tổn thương nhiều khớp có thể ảnh hưởng tới các khớp khác nhau tại các thời điểm khác nhau. Trường hợp tổn thương nhiều khớp, sự khác biệt dưới đây có thể giúp phân biệt giữa các bệnh lý khác nhau, đặc biệt là viêm khớp:<br>Vài khớp: ≤ 4 khớp<br>Đa khớp: > 4 khớp",[],,2022-01-12 12:28:41.779+00,1,1,2022-01-12 10:06:17.905+00,2022-01-12 12:28:41.791+00,
193,"Mất cảm giác ở bàn tay, bàn chân",,,,2022-01-14 07:09:12.686+00,1,1,2022-01-14 07:09:11.267+00,2022-01-14 07:09:12.704+00,
11,Sụt cân,"Giảm cân ngoài ý muốn thường tiến triển trong vài tuần hoặc vài tháng. Nó có thể là một dấu hiệu của một rối loạn thể chất hoặc tinh thần đáng kể và làm tăng nguy cơ tử vong. Nguyên nhân của rối loạn có thể là rõ ràng (ví dụ, tiêu chảy mãn tính do hội chứng kém hấp thu<br>) hoặc bị che lấp (ví dụ, một ung thư không được chẩn đoán). Thảo luận này tập trung vào những bệnh nhân giảm cân không có căn nguyên rõ ràng hơn là những người giảm cân theo hệ quả của rối loạn mãn tính được biết đến (ví dụ ung thư di căn, giai đoạn cuối của bệnh phổi tắc nghẽn mạn tính).<br>Giảm cân cần phải xem là vấn đề lâm sàng quan trọng nếu nó vượt quá 5% trọng lượng cơ thể hoặc 5 kg trong 6 tháng. Tuy nhiên, định nghĩa truyền thống này không phân biệt giữa giảm khối lượng cơ thể là nạc hay mỡ,điều đó có thể dẫn đến các kết quả rất khác nhau. Ngoài ra,sự tích tụ của phù (ví dụ, trong suy tim<br>hoặc là bệnh thận mãn tính<br>) có thể che lấp biểu hiệu lâm sàng quan trọng của việc giảm khối lượng cơ thể nạc.<br>Ngoài triệu chứng giảm cân, bệnh nhân có thể có các triệu chứng khác, chẳng hạn như biếng ăn, sốt, hoặc ra mồ hôi trộm về đêm, do rối loạn tiềm ẩn. Tùy thuộc vào nguyên nhân và mức độ nghiêm trọng của nó, triệu chứng và dấu hiệu của suy dinh dưỡng (xem Sự thiếu hụt, Sự phụ thuộc và Nhiễm độc vitamin<br>) cũng có thể xuât hiện.<br>Tỷ lệ giảm cân ngoài ý muốn ở Mỹ là tương đối đáng kể nó rơi vào khoảng 5% dân số mỗi năm. Tuy nhiên, tỷ lệ mắc tăng do tuổi già, thường đạt tới 50% trong số các bệnh nhân cần chăm sóc điều dưỡng tại nhà.",[],Nam,2022-01-12 12:42:01.161+00,1,1,2022-01-12 10:06:17.233+00,2022-01-14 09:31:07.146+00,
195,Lú lẫn,,,,2022-01-14 07:09:54.982+00,1,1,2022-01-14 07:09:52.088+00,2022-01-14 07:09:54.998+00,
196,Nói khó khăn,,,,2022-01-14 07:10:47.456+00,1,1,2022-01-14 07:10:45.827+00,2022-01-14 07:10:47.477+00,
345,Dáng đi khập khễnh,,,,2022-01-15 03:53:02.389+00,3,3,2022-01-15 03:53:00.593+00,2022-01-15 03:53:02.414+00,
92,Ho ở trẻ em,"Ho là một phản xạ giúp tống các chất dịch trong đường thở ra ngoài, làm sạch đường thở, bảo vệ đường thở khỏi các dị vật xâm nhập, và có thể là triệu chứng của bệnh. Ho là một trong những triệu chứng thường gặp nhất khiến cha mẹ đưa con mình tới cơ sở y tế.",[],,2022-01-12 12:30:55.979+00,1,1,2022-01-12 10:06:18.008+00,2022-01-12 12:30:55.99+00,
82,Run rẩy,"<br><br><br><br>(Xem thêm Tổng quan về Rối loạn vận động và tiểu não<br>.)<br>Run có thể là<br>Bình thường (sinh lý)<br>Bệnh lý<br>Run sinh lý, thường khó nhận biết, trở nên đáng chú ý ở nhiều người khi họ có những stress thực thể hoặc tâm lý.<br>Run khác nhau ở<br>Mô hình diễn biến (ví dụ, ngắt quãng, liên tục)<br>Mức độ<br>Độ cấp tính (ví dụ, dần dần, đột ngột)<br>Mức độ run có thể không liên quan đến mức độ của bệnh lý tiềm ẩn. Ví dụ, run vô căn thường là lành tính và không rút ngắn tuổi thọ, nhưng các triệu chứng có thể làm ảnh hưởng đến đời sống bệnh nhân, và một số nghiên cứu thần kinh học đã phát hiện thấy tình trạng thoái hóa tiểu não ở những bệnh nhân run vô căn.",[],,2022-01-12 12:41:12.429+00,1,1,2022-01-12 10:06:17.92+00,2022-01-12 12:41:12.443+00,
286,Da sưng rộp,,,,2022-01-14 09:33:43.822+00,1,1,2022-01-14 09:33:41.883+00,2022-01-14 09:33:43.839+00,
406,Khó nghe được các phụ âm,,,,2022-01-15 07:16:45.433+00,3,3,2022-01-15 07:16:37.153+00,2022-01-15 07:16:45.444+00,
471,Sốt kéo dài,,,,2022-01-15 15:49:36.759+00,3,3,2022-01-15 15:49:35.181+00,2022-01-15 15:49:36.777+00,
544,Vú bị sưng đỏ,,,,2022-01-16 13:24:32.848+00,2,2,2022-01-16 13:24:31.399+00,2022-01-16 13:24:32.866+00,
601,Rầu rĩ,,,,2022-01-18 02:09:06.352+00,1,1,2022-01-18 02:09:04.541+00,2022-01-18 02:09:06.365+00,
661,Má đỏ,,,,2022-01-18 03:19:37.528+00,1,1,2022-01-18 03:19:36.047+00,2022-01-18 03:19:37.542+00,
604,Mất các nếp nhăn,,,,2022-01-18 02:10:38.952+00,1,1,2022-01-18 02:10:37.542+00,2022-01-18 02:10:38.969+00,
753,Nói không rõ chữ,,,,2022-01-18 05:01:12.979+00,1,1,2022-01-18 05:01:09.124+00,2022-01-18 05:01:12.993+00,
85,Viêm miệng,"(Xem thêm Viêm lợi<br>.)<br>Viêm trong miệng với các vết loét, được gọi là viêm miệng, có thể nhẹ và khu trú hoặc nặng và lan rộng. Có mức độ đau khác nhau. Viêm miệng có thể liên quan đến sưng, đỏ của niêm mạc miệng hoặc các vết loét đau, rời rạc (một hay nhiều). Ít phổ biến hơn, các dạng thương tổn màu trắng, và, hiếm khi, miệng trông bình thường (hội chứng rát miệng<br>) mặc dù các triệu chứng rõ ràng. Các triệu chứng cản trở ăn uống, đôi khi dẫn đến mất nước và suy dinh dưỡng. Đôi khi xảy ra nhiễm trùng thứ phát, đặc biệt ở những bệnh nhân suy giảm miễn dịch. Một số tình trạng có tái phát.",[],,2022-01-12 12:44:17.736+00,1,1,2022-01-12 10:06:17.972+00,2022-01-12 12:44:17.75+00,
287,Da tấy đỏ,,,,2022-01-14 09:33:56.002+00,1,1,2022-01-14 09:33:54.556+00,2022-01-14 09:33:56.016+00,
94,Tăng bilirubin máu ở trẻ sơ sinh,"Vàng da là sự đổi màu vàng ở da và mắt do sự tăng bilirubin huyết thanh (tăng bilirubin huyết thanh). Mức bilirubin huyết thanh cần thiết để gây ra vàng da thay đổi theo vùng da và vùng cơ thể, nhưng vàng da thường xuất hiện trên màng cứng ở mức từ 2 đến 3 mg / dL (34 đến 51 μmol / L) và trên mặt ở khoảng 4 đến 5 mg / dL (68-86 μmol / L). Với việc tăng mức bilirubin, vàng da dường như tiến triển theo chiều từ đầu đến chân, xuất hiện ở rốn ở khoảng 15 mg / dL (258 μmol / L) và ở chân khoảng 20 mg / dL (340 μmol / L). hơn một nửa số trẻ sơ sinh trở nên rõ rệt trong tuần đầu tiên của cuộc đời.","[""vàng da ở trẻ sơ sinh""]",,2022-01-12 12:15:59.092+00,1,3,2022-01-12 10:06:18.045+00,2022-01-12 12:15:59.11+00,
347,Viêm kết mạt,,,,2022-01-15 03:56:18.23+00,3,3,2022-01-15 03:56:16.161+00,2022-01-15 03:56:18.244+00,
407,Khó khăn để nghe các lời nói và âm thanh khác,,,,2022-01-15 07:17:11.761+00,3,3,2022-01-15 07:17:10.31+00,2022-01-15 07:17:11.772+00,
408,Đau hậu môn,,,,2022-01-15 07:17:50.335+00,3,3,2022-01-15 07:17:48.306+00,2022-01-15 07:17:50.345+00,
472,Ngứa mắt,,,,2022-01-15 15:51:19.045+00,3,3,2022-01-15 15:51:17.57+00,2022-01-15 15:51:19.059+00,
476,Đau gót chân,,,,2022-01-15 15:55:00.25+00,3,3,2022-01-15 15:54:57.856+00,2022-01-15 15:55:00.27+00,
547,Đau vùng thắt lưng,,,,2022-01-16 13:32:04.57+00,2,2,2022-01-16 13:32:02.438+00,2022-01-16 13:32:04.584+00,
662,Lưỡi bẩn,,,,2022-01-18 03:19:51.963+00,1,1,2022-01-18 03:19:50.488+00,2022-01-18 03:19:51.976+00,
603,Khí sắc trầm buồn,,,,2022-01-18 02:10:15.146+00,1,1,2022-01-18 02:10:13.634+00,2022-01-18 02:10:15.163+00,
754,Đau dai dẳng vùng thượng vị,,,,2022-01-18 05:04:02.55+00,1,1,2022-01-18 05:04:00.714+00,2022-01-18 05:04:02.563+00,
663,Hôn mê,,,,2022-01-18 03:20:17.502+00,1,1,2022-01-18 03:20:13.724+00,2022-01-18 03:20:17.514+00,
97,Ho,"Ho là dấu hiệu thở ra mạnh và là phản xạ tự nhiên hoặc có chủ đích nhằm làm sạch đường thở. Đây là một trong những triệu chứng phổ biến nhất khiến bệnh nhân phải đi khám bệnh.<br>Nguyên nhân gây ho (xem Bảng: Một số nguyên nhân gây ho<br>) khác nhau tùy thuộc ho cấp tính (triệu chứng < 3 tuần) hoặc ho mạn tính.<br>Nguyên nhân ho cấp tính thường gặp nhất bao gồm<br>Nhiễm trùng đường hô hấp trên (bao gồm viêm phế quản cấp)<br>Hội chứng chảy dịch mũi sau<br>Đợt cấp COPD<br>Viêm phổi<br>Nguyên nhân ho mạn tính thường gặp nhất bao gồm<br>Viêm phế quản mạn tính<br>Chảy dịch mũi sau<br>Tăng phản ứng đường thở sau nhiễm trùng đường hô hấp do vi rút hoặc vi khuẩn (ví dụ như ho khan)<br>Trào ngược dạ dày thực quản<br>Nguyên nhân ho ở trẻ em<br>tương tự như ở người lớn, tuy nhiên căn nguyên ho do hen và do dị vật đường thở có thể thường gặp hơn.<br>Rất hiếm khi, ráy tai hoặc dị vật ống tai ngoài gây ra phản xạ ho thông qua sự kích thích nhánh nhĩ của dây thần kinh phế vị. Ho do căn nguyên tâm lý thậm chí còn hiếm gặp hơn và chỉ nghĩ đến sau khi đã loại trừ hết các căn nguyên gây ho.<br>Bệnh nhân ho mạn tính có thể tiến triển thành ho theo phản xạ hoặc có liên quan đến yếu tố tâm lý. Ngoài ra, ho kéo dài có thể gây tổn thương niêm mạc phế quản, có thể kích thích gây ho nhiều hơn.",[],Nam,2022-01-12 12:30:47.979+00,1,1,2022-01-12 10:06:18.052+00,2022-01-14 07:58:24.602+00,
87,Khô miệng,"Xerostomia là khô miệng do giảm hoặc không tiết nước bọt. Tình trạng này có thể dẫn đến sự khó chịu, ảnh hưởng đến phát âm và nuốt, đeo hàm giả khó khăn, gây ra hôi miệng<br>, và làm giảm vệ sinh răng miệng do làm giảm pH trong miệng và tăng sự phát triển của vi khuẩn. Khô miệng kéo dài có thể dẫn đến sâu răng<br>và nấm candida miệng<br>nặng. Khô miệng là tình trạng phổ biến ở người lớn tuổi, ảnh hưởng đến khoảng 20% người cao tuổi.",[],,2022-01-12 12:36:31.118+00,1,1,2022-01-12 10:06:17.978+00,2022-01-12 12:36:31.132+00,
288,Mọc lông vùng kín,,,,2022-01-14 09:36:35.867+00,1,1,2022-01-14 09:36:34.354+00,2022-01-14 09:36:35.888+00,
